지역구분,작목군,작목,구분,값
전국,과수,노지감귤,토지임차료,115623.0
전국,과수,노지감귤,위탁영농비,11418.0
전국,과수,노지감귤,고용노동비,418919.0
전국,과수,노지감귤,경영비,1530516.0
전국,과수,노지감귤,자가노동비,1623578.0
전국,과수,노지감귤,유동자본용역비,33177.0
전국,과수,노지감귤,고정자본용역비,38796.0
전국,과수,노지감귤,토지자본용역비,322490.0
전국,과수,노지감귤,생산비,3548557.0
전국,과수,노지감귤,자가노동시간,79.0
전국,과수,노지감귤,고용노동시간,31.0
전국,과수,노지감귤,총노동시간,110.0
전국,과수,노지감귤,소득,2159427.0
전국,과수,노지감귤,소득률,58.5
전국,과수,노지감귤,순수익,141386.0
전국,과수,노지감귤,순수익율,3.8
전국,과수,노지감귤,부가가치,2708748.0
전국,과수,노지감귤,부가가치율,73.4
전국,과수,노지감귤,토지생산성,7198.0
전국,과수,노지감귤,노동생산성,19631.0
전국,과수,노지감귤,자본생산성,1.41
전국,과수,노지감귤,kg당 경영비,534.0
전국,과수,노지감귤,kg당 생산비,1239.0
전국,과수,노지포도,총수입,10011131.0
전국,과수,노지포도,주산물가액,9992309.0
전국,과수,노지포도,부산물가액,18822.0
전국,과수,노지포도,주산물수량,1497.0
전국,과수,노지포도,수취가격,6675.0
전국,과수,노지포도,과수원조성비,372441.0
전국,과수,노지포도,보통(무기질)비료비,162846.0
전국,과수,노지포도,부산물(유기질)비료비,195710.0
전국,과수,노지포도,농약비,195809.0
전국,과수,노지포도,수도광열비,116541.0
전국,과수,노지포도,기타재료비,659691.0
전국,과수,노지포도,소농구비,11327.0
전국,과수,노지포도,대농구상각비,256299.0
전국,과수,노지포도,영농시설상각비,625929.0
전국,과수,노지포도,수리·유지비,33692.0
전국,과수,노지포도,기타비용,39013.0
전국,과수,노지포도,중간재비,2669298.0
전국,과수,노지포도,농기계·시설임차료,4906.0
전국,과수,노지포도,토지임차료,82746.0
전국,과수,노지포도,위탁영농비,3006.0
전국,과수,노지포도,고용노동비,618094.0
전국,과수,노지포도,경영비,3378050.0
전국,과수,노지포도,자가노동비,4062429.0
전국,과수,노지포도,유동자본용역비,63025.0
전국,과수,노지포도,고정자본용역비,171872.0
전국,과수,노지포도,토지자본용역비,409080.0
전국,과수,노지포도,생산비,8084456.0
전국,과수,노지포도,자가노동시간,200.0
전국,과수,노지포도,고용노동시간,45.0
전국,과수,노지포도,총노동시간,245.0
전국,과수,노지포도,소득,6633081.0
전국,과수,노지포도,소득률,66.3
전국,과수,노지포도,순수익,1926675.0
전국,과수,노지포도,순수익율,19.2
전국,과수,노지포도,부가가치,7341833.0
전국,과수,노지포도,부가가치율,73.3
전국,과수,노지포도,토지생산성,22110.0
전국,과수,노지포도,노동생산성,27074.0
전국,과수,노지포도,자본생산성,1.96
전국,과수,노지포도,kg당 경영비,2257.0
전국,과수,노지포도,kg당 생산비,5400.0
전국,과수,단감,총수입,3421059.0
전국,과수,단감,주산물가액,3421059.0
전국,과수,단감,부산물가액,0.0
전국,과수,단감,주산물수량,1486.0
전국,과수,단감,수취가격,2302.0
전국,과수,단감,과수원조성비,77464.0
전국,과수,단감,보통(무기질)비료비,54521.0
전국,과수,단감,부산물(유기질)비료비,111165.0
전국,과수,단감,농약비,135936.0
전국,과수,단감,수도광열비,71008.0
전국,과수,단감,기타재료비,265528.0
전국,과수,단감,소농구비,4864.0
전국,과수,단감,대농구상각비,199008.0
전국,과수,단감,영농시설상각비,114588.0
전국,과수,단감,수리·유지비,26554.0
전국,과수,단감,기타비용,23143.0
전국,과수,단감,중간재비,1083779.0
전국,과수,단감,농기계·시설임차료,6061.0
전국,과수,단감,토지임차료,72420.0
전국,과수,단감,위탁영농비,3885.0
전국,과수,단감,고용노동비,490317.0
전국,과수,단감,경영비,1656462.0
전국,과수,단감,자가노동비,1481464.0
전국,과수,단감,유동자본용역비,32956.0
전국,과수,단감,고정자본용역비,67474.0
전국,과수,단감,토지자본용역비,179749.0
전국,과수,단감,생산비,3418105.0
전국,과수,단감,자가노동시간,72.0
전국,과수,단감,고용노동시간,39.0
전국,과수,단감,총노동시간,111.0
전국,과수,단감,소득,1764597.0
전국,과수,단감,소득률,51.6
전국,과수,단감,순수익,2954.0
전국,과수,단감,순수익율,0.1
전국,과수,단감,부가가치,2337280.0
전국,과수,단감,부가가치율,68.3
전국,과수,단감,토지생산성,5882.0
전국,과수,단감,노동생산성,15897.0
전국,과수,단감,자본생산성,1.07
전국,과수,단감,kg당 경영비,1115.0
전국,과수,단감,kg당 생산비,2300.0
전국,과수,배,총수입,6713851.0
전국,과수,배,주산물가액,6675765.0
전국,과수,배,부산물가액,38086.0
전국,과수,배,주산물수량,2608.0
전국,과수,배,수취가격,2560.0
전국,과수,배,과수원조성비,112945.0
전국,과수,배,보통(무기질)비료비,98959.0
전국,과수,배,부산물(유기질)비료비,163316.0
전국,과수,배,농약비,394097.0
전국,과수,배,수도광열비,144320.0
전국,과수,배,기타재료비,672831.0
전국,과수,배,소농구비,6640.0
전국,과수,배,대농구상각비,400367.0
전국,과수,배,영농시설상각비,264352.0
전국,과수,배,수리·유지비,52206.0
전국,과수,배,기타비용,56397.0
전국,과수,배,중간재비,2366430.0
전국,과수,배,농기계·시설임차료,13428.0
전국,과수,배,토지임차료,122494.0
전국,과수,배,위탁영농비,5409.0
전국,과수,배,고용노동비,731647.0
전국,과수,배,경영비,3239408.0
전국,과수,배,자가노동비,2385220.0
전국,과수,배,유동자본용역비,64805.0
전국,과수,배,고정자본용역비,104993.0
전국,과수,배,토지자본용역비,217289.0
전국,과수,배,생산비,6011715.0
전국,과수,배,자가노동시간,115.0
전국,과수,배,고용노동시간,55.0
전국,과수,배,총노동시간,170.0
전국,과수,배,소득,3474443.0
전국,과수,배,소득률,51.8
전국,과수,배,순수익,702136.0
전국,과수,배,순수익율,10.5
전국,과수,배,부가가치,4347421.0
전국,과수,배,부가가치율,64.8
전국,과수,배,토지생산성,11581.0
전국,과수,배,노동생산성,20438.0
전국,과수,배,자본생산성,1.07
전국,과수,배,kg당 경영비,1242.0
전국,과수,배,kg당 생산비,2305.0
전국,과수,복숭아,총수입,4711650.0
전국,과수,복숭아,주산물가액,4710350.0
전국,과수,복숭아,부산물가액,1300.0
전국,과수,복숭아,주산물수량,1149.0
전국,과수,복숭아,수취가격,4100.0
전국,과수,복숭아,과수원조성비,146263.0
전국,과수,복숭아,보통(무기질)비료비,60256.0
전국,과수,복숭아,부산물(유기질)비료비,112805.0
전국,과수,복숭아,농약비,289085.0
전국,과수,복숭아,수도광열비,90309.0
전국,과수,복숭아,기타재료비,379053.0
전국,과수,복숭아,소농구비,5487.0
전국,과수,복숭아,대농구상각비,425162.0
전국,과수,복숭아,영농시설상각비,197704.0
전국,과수,복숭아,수리·유지비,34094.0
전국,과수,복숭아,기타비용,30831.0
전국,과수,복숭아,중간재비,1771049.0
전국,과수,복숭아,농기계·시설임차료,10297.0
전국,과수,복숭아,토지임차료,75368.0
전국,과수,복숭아,위탁영농비,2756.0
전국,과수,복숭아,고용노동비,370773.0
전국,과수,복숭아,경영비,2230243.0
전국,과수,복숭아,자가노동비,2762280.0
전국,과수,복숭아,유동자본용역비,40446.0
전국,과수,복숭아,고정자본용역비,111142.0
전국,과수,복숭아,토지자본용역비,267948.0
전국,과수,복숭아,생산비,5412059.0
전국,과수,복숭아,자가노동시간,137.0
전국,과수,복숭아,고용노동시간,27.0
전국,과수,복숭아,총노동시간,164.0
전국,과수,복숭아,소득,2481407.0
전국,과수,복숭아,소득률,52.7
전국,과수,복숭아,순수익,-700409.0
전국,과수,복숭아,순수익율,-14.9
전국,과수,복숭아,부가가치,2940601.0
전국,과수,복숭아,부가가치율,62.4
전국,과수,복숭아,토지생산성,8271.0
전국,과수,복숭아,노동생산성,15131.0
전국,과수,복숭아,자본생산성,1.11
전국,과수,복숭아,kg당 경영비,1941.0
전국,과수,복숭아,kg당 생산비,4710.0
전국,과수,블루베리,총수입,8679658.0
전국,과수,블루베리,주산물가액,8615903.0
전국,과수,블루베리,부산물가액,63755.0
전국,과수,블루베리,주산물수량,440.0
전국,과수,블루베리,수취가격,19582.0
전국,과수,블루베리,과수원조성비,641154.0
전국,과수,블루베리,보통(무기질)비료비,109243.0
전국,과수,블루베리,부산물(유기질)비료비,150785.0
전국,과수,블루베리,농약비,57255.0
전국,과수,블루베리,수도광열비,316275.0
전국,과수,블루베리,기타재료비,573239.0
전국,과수,블루베리,소농구비,8856.0
전국,과수,블루베리,대농구상각비,178555.0
전국,과수,블루베리,영농시설상각비,671418.0
전국,과수,블루베리,수리·유지비,40236.0
전국,과수,블루베리,기타비용,51999.0
전국,과수,블루베리,중간재비,2799015.0
전국,과수,블루베리,농기계·시설임차료,3713.0
전국,과수,블루베리,토지임차료,111296.0
전국,과수,블루베리,위탁영농비,4494.0
전국,과수,블루베리,고용노동비,964537.0
전국,과수,블루베리,경영비,3883055.0
전국,과수,블루베리,자가노동비,4224232.0
전국,과수,블루베리,유동자본용역비,76672.0
전국,과수,블루베리,고정자본용역비,240497.0
전국,과수,블루베리,토지자본용역비,333050.0
전국,과수,블루베리,생산비,8757506.0
전국,과수,블루베리,자가노동시간,207.0
전국,과수,블루베리,고용노동시간,83.0
전국,과수,블루베리,총노동시간,290.0
전국,과수,블루베리,소득,4796603.0
전국,과수,블루베리,소득률,55.3
전국,과수,블루베리,순수익,-77848.0
전국,과수,블루베리,순수익율,-0.9
전국,과수,블루베리,부가가치,5880643.0
전국,과수,블루베리,부가가치율,67.8
전국,과수,블루베리,토지생산성,15989.0
전국,과수,블루베리,노동생산성,16540.0
전국,과수,블루베리,자본생산성,1.24
전국,과수,블루베리,kg당 경영비,8825.0
전국,과수,블루베리,kg당 생산비,19903.0
전국,과수,사과,총수입,6579742.0
전국,과수,사과,주산물가액,6568569.0
전국,과수,사과,부산물가액,11173.0
전국,과수,사과,주산물수량,2182.0
전국,과수,사과,수취가격,3010.0
전국,과수,사과,과수원조성비,402837.0
전국,과수,사과,보통(무기질)비료비,75208.0
전국,과수,사과,부산물(유기질)비료비,104885.0
전국,과수,사과,농약비,483823.0
전국,과수,사과,수도광열비,149805.0
전국,과수,사과,기타재료비,376437.0
전국,과수,사과,소농구비,8512.0
전국,과수,사과,대농구상각비,507589.0
전국,과수,사과,영농시설상각비,249841.0
전국,과수,사과,수리·유지비,57262.0
전국,과수,사과,기타비용,100625.0
전국,과수,사과,중간재비,2516824.0
전국,과수,사과,농기계·시설임차료,9875.0
전국,과수,사과,토지임차료,64401.0
전국,과수,사과,위탁영농비,2814.0
전국,과수,사과,고용노동비,697991.0
전국,과수,사과,경영비,3291905.0
전국,과수,사과,자가노동비,2116940.0
전국,과수,사과,유동자본용역비,63272.0
전국,과수,사과,고정자본용역비,161737.0
전국,과수,사과,토지자본용역비,312144.0
전국,과수,사과,생산비,5945998.0
전국,과수,사과,자가노동시간,104.0
전국,과수,사과,고용노동시간,52.0
전국,과수,사과,총노동시간,156.0
전국,과수,사과,소득,3287837.0
전국,과수,사과,소득률,50.0
전국,과수,사과,순수익,633744.0
전국,과수,사과,순수익율,9.6
전국,과수,사과,부가가치,4062918.0
전국,과수,사과,부가가치율,61.7
전국,과수,사과,토지생산성,10959.0
전국,과수,사과,노동생산성,21076.0
전국,과수,사과,자본생산성,1.0
전국,과수,사과,kg당 경영비,1509.0
전국,과수,사과,kg당 생산비,2725.0
전국,과수,시설포도,총수입,16644129.0
전국,과수,시설포도,주산물가액,16643965.0
전국,과수,시설포도,부산물가액,164.0
전국,과수,시설포도,주산물수량,1585.0
전국,과수,시설포도,수취가격,10501.0
전국,과수,시설포도,과수원조성비,667354.0
전국,과수,시설포도,보통(무기질)비료비,263050.0
전국,과수,시설포도,부산물(유기질)비료비,305358.0
전국,과수,시설포도,농약비,231241.0
전국,과수,시설포도,수도광열비,1057251.0
전국,과수,시설포도,기타재료비,955316.0
전국,과수,시설포도,소농구비,9145.0
전국,과수,시설포도,대농구상각비,391954.0
전국,과수,시설포도,영농시설상각비,1582348.0
전국,과수,시설포도,수리·유지비,75864.0
전국,과수,시설포도,기타비용,33005.0
전국,과수,시설포도,중간재비,5571886.0
전국,과수,시설포도,농기계·시설임차료,6303.0
전국,과수,시설포도,토지임차료,84981.0
전국,과수,시설포도,위탁영농비,538.0
전국,과수,시설포도,고용노동비,641133.0
전국,과수,시설포도,경영비,6304841.0
전국,과수,시설포도,자가노동비,4616156.0
전국,과수,시설포도,유동자본용역비,111487.0
전국,과수,시설포도,고정자본용역비,281571.0
전국,과수,시설포도,토지자본용역비,603164.0
전국,과수,시설포도,생산비,11917219.0
전국,과수,시설포도,자가노동시간,217.0
전국,과수,시설포도,고용노동시간,44.0
전국,과수,시설포도,총노동시간,261.0
전국,과수,시설포도,소득,10339288.0
전국,과수,시설포도,소득률,62.1
전국,과수,시설포도,순수익,4726910.0
전국,과수,시설포도,순수익율,28.4
전국,과수,시설포도,부가가치,11072243.0
전국,과수,시설포도,부가가치율,66.5
전국,과수,시설포도,토지생산성,34464.0
전국,과수,시설포도,노동생산성,39614.0
전국,과수,시설포도,자본생산성,1.64
전국,과수,시설포도,kg당 경영비,3978.0
전국,과수,시설포도,kg당 생산비,7519.0
전국,과수,오미자,총수입,3858936.0
전국,과수,오미자,주산물가액,3856140.0
전국,과수,오미자,부산물가액,2796.0
전국,과수,오미자,주산물수량,390.0
전국,과수,오미자,수취가격,9888.0
전국,과수,오미자,과수원조성비,266384.0
전국,과수,오미자,보통(무기질)비료비,84757.0
전국,과수,오미자,부산물(유기질)비료비,205399.0
전국,과수,오미자,농약비,129212.0
전국,과수,오미자,수도광열비,66938.0
전국,과수,오미자,기타재료비,142557.0
전국,과수,오미자,소농구비,5273.0
전국,과수,오미자,대농구상각비,176769.0
전국,과수,오미자,영농시설상각비,280687.0
전국,과수,오미자,수리·유지비,20398.0
전국,과수,오미자,기타비용,11111.0
전국,과수,오미자,중간재비,1389485.0
전국,과수,오미자,농기계·시설임차료,3410.0
전국,과수,오미자,토지임차료,85916.0
전국,과수,오미자,위탁영농비,1488.0
전국,과수,오미자,고용노동비,382494.0
전국,과수,오미자,경영비,1862793.0
전국,과수,오미자,자가노동비,2546579.0
전국,과수,오미자,유동자본용역비,35214.0
전국,과수,오미자,고정자본용역비,92662.0
전국,과수,오미자,토지자본용역비,201174.0
전국,과수,오미자,생산비,4738422.0
전국,과수,오미자,자가노동시간,120.0
전국,과수,오미자,고용노동시간,27.0
전국,과수,오미자,총노동시간,147.0
전국,과수,오미자,소득,1996143.0
전국,과수,오미자,소득률,51.7
전국,과수,오미자,순수익,-879486.0
전국,과수,오미자,순수익율,-22.8
전국,과수,오미자,부가가치,2469451.0
전국,과수,오미자,부가가치율,64.0
전국,과수,오미자,토지생산성,6654.0
전국,과수,오미자,노동생산성,13579.0
전국,과수,오미자,자본생산성,1.07
전국,과수,오미자,kg당 경영비,4776.0
전국,과수,오미자,kg당 생산비,12150.0
전국,과수,참다래(키위),총수입,5700975.0
전국,과수,참다래(키위),주산물가액,5636395.0
전국,과수,참다래(키위),부산물가액,64580.0
전국,과수,참다래(키위),주산물수량,1489.0
전국,과수,참다래(키위),수취가격,3785.0
전국,과수,참다래(키위),과수원조성비,356880.0
전국,과수,참다래(키위),보통(무기질)비료비,75503.0
전국,과수,참다래(키위),부산물(유기질)비료비,199607.0
전국,과수,참다래(키위),농약비,91157.0
전국,과수,참다래(키위),수도광열비,115860.0
전국,과수,참다래(키위),기타재료비,390128.0
전국,과수,참다래(키위),소농구비,9333.0
전국,과수,참다래(키위),대농구상각비,227565.0
전국,과수,참다래(키위),영농시설상각비,636425.0
전국,과수,참다래(키위),수리·유지비,31237.0
전국,과수,참다래(키위),기타비용,38324.0
전국,과수,참다래(키위),중간재비,2172019.0
전국,과수,참다래(키위),농기계·시설임차료,22727.0
전국,과수,참다래(키위),토지임차료,52900.0
전국,과수,참다래(키위),위탁영농비,15194.0
전국,과수,참다래(키위),고용노동비,351155.0
전국,과수,참다래(키위),경영비,2613995.0
전국,과수,참다래(키위),자가노동비,2437950.0
전국,과수,참다래(키위),유동자본용역비,44053.0
전국,과수,참다래(키위),고정자본용역비,203713.0
전국,과수,참다래(키위),토지자본용역비,289888.0
전국,과수,참다래(키위),생산비,5589599.0
전국,과수,참다래(키위),자가노동시간,118.0
전국,과수,참다래(키위),고용노동시간,25.0
전국,과수,참다래(키위),총노동시간,143.0
전국,과수,참다래(키위),소득,3086980.0
전국,과수,참다래(키위),소득률,54.1
전국,과수,참다래(키위),순수익,111376.0
전국,과수,참다래(키위),순수익율,2.0
전국,과수,참다래(키위),부가가치,3528956.0
전국,과수,참다래(키위),부가가치율,61.9
전국,과수,참다래(키위),토지생산성,10290.0
전국,과수,참다래(키위),노동생산성,21587.0
전국,과수,참다래(키위),자본생산성,1.18
전국,과수,참다래(키위),kg당 경영비,1756.0
전국,과수,참다래(키위),kg당 생산비,3754.0
전국,노지채소,노지가을무,총수입,2624152.0
전국,노지채소,노지가을무,주산물가액,2606013.0
전국,노지채소,노지가을무,부산물가액,18139.0
전국,노지채소,노지가을무,주산물수량,6034.0
전국,노지채소,노지가을무,수취가격,432.0
전국,노지채소,노지가을무,종자·종묘비,106568.0
전국,노지채소,노지가을무,보통(무기질)비료비,72306.0
전국,노지채소,노지가을무,부산물(유기질)비료비,89672.0
전국,노지채소,노지가을무,농약비,88354.0
전국,노지채소,노지가을무,수도광열비,50542.0
전국,노지채소,노지가을무,기타재료비,68868.0
전국,노지채소,노지가을무,소농구비,1631.0
전국,노지채소,노지가을무,대농구상각비,155323.0
전국,노지채소,노지가을무,영농시설상각비,22830.0
전국,노지채소,노지가을무,수리·유지비,8492.0
전국,노지채소,노지가을무,기타비용,6800.0
전국,노지채소,노지가을무,중간재비,671386.0
전국,노지채소,노지가을무,농기계·시설임차료,3038.0
전국,노지채소,노지가을무,토지임차료,103632.0
전국,노지채소,노지가을무,위탁영농비,24626.0
전국,노지채소,노지가을무,고용노동비,333931.0
전국,노지채소,노지가을무,경영비,1136613.0
전국,노지채소,노지가을무,자가노동비,633305.0
전국,노지채소,노지가을무,유동자본용역비,8228.0
전국,노지채소,노지가을무,고정자본용역비,30319.0
전국,노지채소,노지가을무,토지자본용역비,78676.0
전국,노지채소,노지가을무,생산비,1887141.0
전국,노지채소,노지가을무,자가노동시간,29.0
전국,노지채소,노지가을무,고용노동시간,23.0
전국,노지채소,노지가을무,총노동시간,52.0
전국,노지채소,노지가을무,소득,1487539.0
전국,노지채소,노지가을무,소득률,56.7
전국,노지채소,노지가을무,순수익,737011.0
전국,노지채소,노지가을무,순수익율,28.1
전국,노지채소,노지가을무,부가가치,1952766.0
전국,노지채소,노지가을무,부가가치율,74.4
전국,노지채소,노지가을무,토지생산성,4958.0
전국,노지채소,노지가을무,노동생산성,28607.0
전국,노지채소,노지가을무,자본생산성,1.31
전국,노지채소,노지가을무,kg당 경영비,188.0
전국,노지채소,노지가을무,kg당 생산비,313.0
전국,노지채소,노지가을배추,총수입,2952293.0
전국,노지채소,노지가을배추,주산물가액,2952293.0
전국,노지채소,노지가을배추,부산물가액,0.0
전국,노지채소,노지가을배추,주산물수량,6101.0
전국,노지채소,노지가을배추,수취가격,484.0
전국,노지채소,노지가을배추,종자·종묘비,132793.0
전국,노지채소,노지가을배추,보통(무기질)비료비,112316.0
전국,노지채소,노지가을배추,부산물(유기질)비료비,117295.0
전국,노지채소,노지가을배추,농약비,138069.0
전국,노지채소,노지가을배추,수도광열비,42074.0
전국,노지채소,노지가을배추,기타재료비,102203.0
전국,노지채소,노지가을배추,소농구비,3307.0
전국,노지채소,노지가을배추,대농구상각비,160310.0
전국,노지채소,노지가을배추,영농시설상각비,38025.0
전국,노지채소,노지가을배추,수리·유지비,14405.0
전국,노지채소,노지가을배추,기타비용,3782.0
전국,노지채소,노지가을배추,중간재비,864579.0
전국,노지채소,노지가을배추,농기계·시설임차료,4305.0
전국,노지채소,노지가을배추,토지임차료,75403.0
전국,노지채소,노지가을배추,위탁영농비,16071.0
전국,노지채소,노지가을배추,고용노동비,272712.0
전국,노지채소,노지가을배추,경영비,1233070.0
전국,노지채소,노지가을배추,자가노동비,940213.0
전국,노지채소,노지가을배추,유동자본용역비,9327.0
전국,노지채소,노지가을배추,고정자본용역비,36149.0
전국,노지채소,노지가을배추,토지자본용역비,81133.0
전국,노지채소,노지가을배추,생산비,2299892.0
전국,노지채소,노지가을배추,자가노동시간,46.0
전국,노지채소,노지가을배추,고용노동시간,19.0
전국,노지채소,노지가을배추,총노동시간,65.0
전국,노지채소,노지가을배추,소득,1719223.0
전국,노지채소,노지가을배추,소득률,58.2
전국,노지채소,노지가을배추,순수익,652401.0
전국,노지채소,노지가을배추,순수익율,22.1
전국,노지채소,노지가을배추,부가가치,2087714.0
전국,노지채소,노지가을배추,부가가치율,70.7
전국,노지채소,노지가을배추,토지생산성,5731.0
전국,노지채소,노지가을배추,노동생산성,26450.0
전국,노지채소,노지가을배추,자본생산성,1.39
전국,노지채소,노지가을배추,kg당 경영비,202.0
전국,노지채소,노지가을배추,kg당 생산비,377.0
전국,노지채소,노지고랭지무,총수입,2975729.0
전국,노지채소,노지고랭지무,주산물가액,2975729.0
전국,노지채소,노지고랭지무,부산물가액,0.0
전국,노지채소,노지고랭지무,주산물수량,7184.0
전국,노지채소,노지고랭지무,수취가격,414.0
전국,노지채소,노지고랭지무,종자·종묘비,121251.0
전국,노지채소,노지고랭지무,보통(무기질)비료비,102041.0
전국,노지채소,노지고랭지무,부산물(유기질)비료비,154576.0
전국,노지채소,노지고랭지무,농약비,190183.0
전국,노지채소,노지고랭지무,수도광열비,32929.0
전국,노지채소,노지고랭지무,기타재료비,115193.0
전국,노지채소,노지고랭지무,소농구비,426.0
전국,노지채소,노지고랭지무,대농구상각비,163357.0
전국,노지채소,노지고랭지무,영농시설상각비,20807.0
전국,노지채소,노지고랭지무,수리·유지비,6550.0
전국,노지채소,노지고랭지무,기타비용,1553.0
전국,노지채소,노지고랭지무,중간재비,908866.0
전국,노지채소,노지고랭지무,농기계·시설임차료,4259.0
전국,노지채소,노지고랭지무,토지임차료,164064.0
전국,노지채소,노지고랭지무,위탁영농비,73068.0
전국,노지채소,노지고랭지무,고용노동비,332446.0
전국,노지채소,노지고랭지무,경영비,1482703.0
전국,노지채소,노지고랭지무,자가노동비,344130.0
전국,노지채소,노지고랭지무,유동자본용역비,11455.0
전국,노지채소,노지고랭지무,고정자본용역비,33569.0
전국,노지채소,노지고랭지무,토지자본용역비,314558.0
전국,노지채소,노지고랭지무,생산비,2186415.0
전국,노지채소,노지고랭지무,자가노동시간,17.0
전국,노지채소,노지고랭지무,고용노동시간,21.0
전국,노지채소,노지고랭지무,총노동시간,38.0
전국,노지채소,노지고랭지무,소득,1493026.0
전국,노지채소,노지고랭지무,소득률,50.2
전국,노지채소,노지고랭지무,순수익,789314.0
전국,노지채소,노지고랭지무,순수익율,26.5
전국,노지채소,노지고랭지무,부가가치,2066863.0
전국,노지채소,노지고랭지무,부가가치율,69.5
전국,노지채소,노지고랭지무,토지생산성,4977.0
전국,노지채소,노지고랭지무,노동생산성,39290.0
전국,노지채소,노지고랭지무,자본생산성,1.01
전국,노지채소,노지고랭지무,kg당 경영비,206.0
전국,노지채소,노지고랭지무,kg당 생산비,304.0
전국,노지채소,노지고랭지배추,총수입,2525120.0
전국,노지채소,노지고랭지배추,주산물가액,2525120.0
전국,노지채소,노지고랭지배추,부산물가액,0.0
전국,노지채소,노지고랭지배추,주산물수량,5704.0
전국,노지채소,노지고랭지배추,수취가격,443.0
전국,노지채소,노지고랭지배추,종자·종묘비,117982.0
전국,노지채소,노지고랭지배추,보통(무기질)비료비,154685.0
전국,노지채소,노지고랭지배추,부산물(유기질)비료비,177795.0
전국,노지채소,노지고랭지배추,농약비,218774.0
전국,노지채소,노지고랭지배추,수도광열비,39228.0
전국,노지채소,노지고랭지배추,기타재료비,57726.0
전국,노지채소,노지고랭지배추,소농구비,1725.0
전국,노지채소,노지고랭지배추,대농구상각비,125818.0
전국,노지채소,노지고랭지배추,영농시설상각비,21467.0
전국,노지채소,노지고랭지배추,수리·유지비,13458.0
전국,노지채소,노지고랭지배추,기타비용,1043.0
전국,노지채소,노지고랭지배추,중간재비,929701.0
전국,노지채소,노지고랭지배추,농기계·시설임차료,1946.0
전국,노지채소,노지고랭지배추,토지임차료,119348.0
전국,노지채소,노지고랭지배추,위탁영농비,71243.0
전국,노지채소,노지고랭지배추,고용노동비,308525.0
전국,노지채소,노지고랭지배추,경영비,1430763.0
전국,노지채소,노지고랭지배추,자가노동비,463213.0
전국,노지채소,노지고랭지배추,유동자본용역비,11777.0
전국,노지채소,노지고랭지배추,고정자본용역비,19442.0
전국,노지채소,노지고랭지배추,토지자본용역비,159271.0
전국,노지채소,노지고랭지배추,생산비,2084466.0
전국,노지채소,노지고랭지배추,자가노동시간,22.0
전국,노지채소,노지고랭지배추,고용노동시간,21.0
전국,노지채소,노지고랭지배추,총노동시간,43.0
전국,노지채소,노지고랭지배추,소득,1094357.0
전국,노지채소,노지고랭지배추,소득률,43.3
전국,노지채소,노지고랭지배추,순수익,440654.0
전국,노지채소,노지고랭지배추,순수익율,17.5
전국,노지채소,노지고랭지배추,부가가치,1595419.0
전국,노지채소,노지고랭지배추,부가가치율,63.2
전국,노지채소,노지고랭지배추,토지생산성,3648.0
전국,노지채소,노지고랭지배추,노동생산성,25450.0
전국,노지채소,노지고랭지배추,자본생산성,0.76
전국,노지채소,노지고랭지배추,kg당 경영비,251.0
전국,노지채소,노지고랭지배추,kg당 생산비,365.0
전국,노지채소,노지당근,총수입,4146252.0
전국,노지채소,노지당근,주산물가액,4146252.0
전국,노지채소,노지당근,부산물가액,0.0
전국,노지채소,노지당근,주산물수량,4092.0
전국,노지채소,노지당근,수취가격,1013.0
전국,노지채소,노지당근,종자·종묘비,235279.0
전국,노지채소,노지당근,보통(무기질)비료비,122699.0
전국,노지채소,노지당근,부산물(유기질)비료비,174133.0
전국,노지채소,노지당근,농약비,101292.0
전국,노지채소,노지당근,수도광열비,48737.0
전국,노지채소,노지당근,기타재료비,213453.0
전국,노지채소,노지당근,소농구비,524.0
전국,노지채소,노지당근,대농구상각비,220649.0
전국,노지채소,노지당근,영농시설상각비,50589.0
전국,노지채소,노지당근,수리·유지비,15059.0
전국,노지채소,노지당근,기타비용,8076.0
전국,노지채소,노지당근,중간재비,1190490.0
전국,노지채소,노지당근,농기계·시설임차료,5157.0
전국,노지채소,노지당근,토지임차료,218007.0
전국,노지채소,노지당근,위탁영농비,59600.0
전국,노지채소,노지당근,고용노동비,702136.0
전국,노지채소,노지당근,경영비,2175390.0
전국,노지채소,노지당근,자가노동비,600343.0
전국,노지채소,노지당근,유동자본용역비,26611.0
전국,노지채소,노지당근,고정자본용역비,52246.0
전국,노지채소,노지당근,토지자본용역비,224412.0
전국,노지채소,노지당근,생산비,3079002.0
전국,노지채소,노지당근,자가노동시간,30.0
전국,노지채소,노지당근,고용노동시간,54.0
전국,노지채소,노지당근,총노동시간,84.0
전국,노지채소,노지당근,소득,1970862.0
전국,노지채소,노지당근,소득률,47.5
전국,노지채소,노지당근,순수익,1067250.0
전국,노지채소,노지당근,순수익율,25.7
전국,노지채소,노지당근,부가가치,2955762.0
전국,노지채소,노지당근,부가가치율,71.3
전국,노지채소,노지당근,토지생산성,6570.0
전국,노지채소,노지당근,노동생산성,23463.0
전국,노지채소,노지당근,자본생산성,0.91
전국,노지채소,노지당근,kg당 경영비,532.0
전국,노지채소,노지당근,kg당 생산비,752.0
전국,노지채소,노지대파,총수입,3322718.0
전국,노지채소,노지대파,주산물가액,3322718.0
전국,노지채소,노지대파,부산물가액,0.0
